Tags	OwnerReputation	OwnerUserId	OwnerUserType	OwnerAcceptRate	OwnerProfileImage	OwnerDisplayName	OwnerLink	IsAnswered	ViewCount	AcceptedAnswerId	AnswerCount	Score	LastActivityDate	CreationDate	LastEditDate	PostId	ParentId	Link	Title	PostTypeID
javascript;jquery;html;css;ajax	6	11919869	registered		https://www.gravatar.com/avatar/a1174d8599d4a191d9942119a163f931?s=128&d=identicon&r=PG&f=1	throw	https://stackoverflow.com/users/11919869/throw	False	26		0	1	1565654721	1565654721		57469620		https://stackoverflow.com/questions/57469620/a-few-questions-about-photos-not-showing-up-in-my-gallery	A few questions about photos not showing up in my gallery	1
javascript;jquery;html;css;ajax	13	11890330	registered		https://lh3.googleusercontent.com/-2nvTYulgkFU/AAAAAAAAAAI/AAAAAAAAACE/YMtidQNE9lw/photo.jpg?sz=128	Muhammed Basar	https://stackoverflow.com/users/11890330/muhammed-basar	True	53	57410143	2	1	1565259346	1565255894	1565256731	57409148		https://stackoverflow.com/questions/57409148/filter-find-element-which-eq-two-different-values	Filter/Find Element which .eq() two different values	1
javascript;jquery;html;css;ajax	37	11857970	registered		https://www.gravatar.com/avatar/b4956d445bd80e988420af7b2232aaa6?s=128&d=identicon&r=PG&f=1	rojoka	https://stackoverflow.com/users/11857970/rojoka	True	58	57274932	2	1	1564499678	1564494003	1564494809	57273127		https://stackoverflow.com/questions/57273127/keep-user-in-the-same-div-after-submit-button-clicked-if-the-textbox-empty	Keep user in the same div after submit button clicked if the textbox empty	1
javascript;jquery;html;css;ajax	8	11482715	registered		https://www.gravatar.com/avatar/659bb3cfd0de14cd5c151bd654d638b6?s=128&d=identicon&r=PG&f=1	Joud	https://stackoverflow.com/users/11482715/joud	True	61	57046231	2	0	1563220060	1563219025	1563220060	57046097		https://stackoverflow.com/questions/57046097/html-javascript-code-working-on-online-html-editor-but-not-on-local-machine	HTML &amp; JavaScript Code working on Online HTML Editor but not on local machine	1
javascript;jquery;html;css;ajax	20	11492709	registered		https://lh3.googleusercontent.com/-9SIzDCt1JeM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfsicaBC08KxUa-AeIgL5HhDSBoQA/mo/photo.jpg?sz=128	Abdullah Faraz	https://stackoverflow.com/users/11492709/abdullah-faraz	False	60		1	0	1562932311	1562930715	1562931463	57006039		https://stackoverflow.com/questions/57006039/how-to-open-a-specific-tab-when-a-is-click-on-another-page-and-open-specific-t	How to open a specific tab when &lt;a&gt; is click on another page and open specific tab on the other page	1
javascript;jquery;html;css;ajax	148	11164385	registered		https://www.gravatar.com/avatar/cce3d5f47c0996bba45f358428d09f6c?s=128&d=identicon&r=PG&f=1	miyavv	https://stackoverflow.com/users/11164385/miyavv	True	53	56731675	2	0	1561361200	1561301482		56725013		https://stackoverflow.com/questions/56725013/dropdown-menu-on-refresh-changes-javascript	Dropdown menu on refresh changes javascript	1
javascript;jquery;html;css;ajax	8	11425834	registered		https://graph.facebook.com/2151095681652916/picture?type=large	Dương Th&#225;i Sơn	https://stackoverflow.com/users/11425834/d%c6%b0%c6%a1ng-th%c3%a1i-s%c6%a1n	True	81	56679060	3	1	1561011425	1561003705	1561006349	56678860		https://stackoverflow.com/questions/56678860/how-to-change-background-of-div-like-progress-bar-when-user-finished-inputting	how to change background of div (like progress bar) when user finished inputting a form?	1
javascript;jquery;html;css;ajax	313	10511664	registered		https://lh5.googleusercontent.com/-Hh14vzvNh3Y/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DV3tf3XHmmJly-6Fh8aeqoD5ALPyg/mo/photo.jpg?sz=128	manish thakur	https://stackoverflow.com/users/10511664/manish-thakur	True	283	56578692	1	12	1560638256	1560337072	1560638256	56560534		https://stackoverflow.com/questions/56560534/how-to-reload-ajax-call-function-in-given-time	How to reload ajax call function in given time	1
javascript;jquery;html;css;ajax	451	2951230	registered	57	https://www.gravatar.com/avatar/5e5ed2337f2342d885fbc20528886313?s=128&d=identicon&r=PG&f=1	Brana	https://stackoverflow.com/users/2951230/brana	True	1764	36126980	5	13	1559864494	1458177167	1458577945	36049942		https://stackoverflow.com/questions/36049942/how-to-create-a-suggestion-box-prompt-box-in-javascript-inside-a-html-box-with	How to Create A Suggestion Box (Prompt Box in Javascript) Inside a Html Box With Text	1
javascript;jquery;html;css;ajax	3080	2921557	registered	46	https://www.gravatar.com/avatar/cc5cb6cb73f2a1b8e69de0b7413795f1?s=128&d=identicon&r=PG&f=1	Lovelock	https://stackoverflow.com/users/2921557/lovelock	True	296		3	0	1559474611	1402954582		24252633		https://stackoverflow.com/questions/24252633/submit-button-on-mobile-devices-not-unfocusing-after-click	Submit button on mobile devices not unfocusing after click	1
javascript;jquery;html;css;ajax	12	9562665	registered		https://www.gravatar.com/avatar/f21988cf33e9c48e93c02b528c4f70fa?s=128&d=identicon&r=PG&f=1	Aniketkumar Developer	https://stackoverflow.com/users/9562665/aniketkumar-developer	False	80		1	-2	1559203963	1559044455	1559065140	56341699		https://stackoverflow.com/questions/56341699/how-do-i-open-a-link-in-a-new-tab-but-stay-on-the-same-page-using-html-code	How do I open a link in a new tab but stay on the same page using HTML code?	1
javascript;jquery;html;css;ajax	10	7243499	registered		https://www.gravatar.com/avatar/6c04b701244e3ceb804d4a73fb923917?s=128&d=identicon&r=PG&f=1	Eunito	https://stackoverflow.com/users/7243499/eunito	False	49		0	0	1559120499	1525042092	1559120499	50092026		https://stackoverflow.com/questions/50092026/css-active-not-getting-applied-after-all-data-was-loaded-using-ajax	CSS active not getting applied after all data was loaded using Ajax	1
javascript;jquery;html;css;ajax	608	5582926	registered	67	https://i.stack.imgur.com/0aTdj.png?s=128&g=1	Dennis Novac	https://stackoverflow.com/users/5582926/dennis-novac	True	142	33926546	2	3	1558906750	1448485330	1501619067	33926341		https://stackoverflow.com/questions/33926341/code-from-jsfiddle-doesnt-work	Code from jsfiddle doesn&#39;t work	1
javascript;jquery;html;css;ajax			does_not_exist			user3450912		True	17703	22589098	3	3	1558514543	1395566245	1502952715	22588976		https://stackoverflow.com/questions/22588976/how-to-load-a-html-page-into-a-div-by-clicking-a-li-inside-a-menu	How to load a HTML-page into a DIV by clicking a Li inside a menu?	1
javascript;jquery;html;css;ajax	11	11521195	registered		https://www.gravatar.com/avatar/7d9b0eadad5447d2651bcfbb5a27f0b3?s=128&d=identicon&r=PG&f=1	user222203	https://stackoverflow.com/users/11521195/user222203	False	44		2	2	1558206157	1558201671	1558204601	56201439		https://stackoverflow.com/questions/56201439/read-data-from-a-text-file-and-embed-it-to-an-html-webpage-how	Read data from a text file and embed it to an HTML webpage . How?	1
javascript;jquery;html;css;ajax	7	11228907	registered		https://www.gravatar.com/avatar/33cac4566cbe2322b0b7a7ba5034fcad?s=128&d=identicon&r=PG&f=1	Mike Penrose	https://stackoverflow.com/users/11228907/mike-penrose	True	32	55970181	1	0	1556887777	1556886689		55969892		https://stackoverflow.com/questions/55969892/how-to-stop-jquery-autocomplete-spinner-if-ajax-error	How to stop jquery autocomplete spinner if AJAX error	1
javascript;jquery;html;css;ajax	53	10272133	registered		https://www.gravatar.com/avatar/24ca5df4298bfb2f4fa2a4e7870683e2?s=128&d=identicon&r=PG&f=1	coder	https://stackoverflow.com/users/10272133/coder	True	36		1	-1	1556794499	1556779608	1556781215	55947002		https://stackoverflow.com/questions/55947002/dashboard-change-only-content-without-full-page-reloading	dashboard change only content without full page reloading	1
javascript;jquery;html;css;ajax	11	11330026	registered		https://i.stack.imgur.com/5xZWP.jpg?s=128&g=1	Austin	https://stackoverflow.com/users/11330026/austin	False	43		0	2	1556473817	1556062303	1556473817	55820725		https://stackoverflow.com/questions/55820725/website-rendering-locally-but-not-on-github-server-problems-with-restfulapi	Website rendering locally but not on Github server. Problems with RESTfulAPI	1
javascript;jquery;html;css;ajax	3	9163813	registered		https://www.gravatar.com/avatar/f5b04643e00cd8bf4bc4888ddf79cbe4?s=128&d=identicon&r=PG&f=1	Jason Todd	https://stackoverflow.com/users/9163813/jason-todd	False	147		0	0	1554960858	1554960858		55625363		https://stackoverflow.com/questions/55625363/how-to-add-custom-fields-in-jquery-formbuilder-for-picture-caption	How to add custom fields in jQuery formbuilder for picture caption	1
javascript;jquery;html;css;ajax	2741	2719346	registered	86	https://i.stack.imgur.com/gvgki.jpg?s=128&g=1	UID	https://stackoverflow.com/users/2719346/uid	True	658172	21135348	8	70	1554849748	1377698191	1377699886	18490026		https://stackoverflow.com/questions/18490026/refresh-reload-the-content-in-div-using-jquery-ajax	Refresh/reload the content in Div using jquery/ajax	1
javascript;jquery;html;css;ajax	79	10849554	registered		https://www.gravatar.com/avatar/b81c0c7a8292582d463c18eba9b8a875?s=128&d=identicon&r=PG&f=1	Mark	https://stackoverflow.com/users/10849554/mark	True	913		1	2	1553623079	1553621518	1553622702	55363084		https://stackoverflow.com/questions/55363084/uncaught-typeerror-a-indexof-is-not-a-function-preloader	Uncaught TypeError: a.indexOf is not a function [PRELOADER]	1
javascript;jquery;html;css;ajax	55	10416232	registered		https://lh3.googleusercontent.com/--tdrWkq8P94/AAAAAAAAAAI/AAAAAAAACq8/r2IPmdvVUxg/photo.jpg?sz=128	Gagan	https://stackoverflow.com/users/10416232/gagan	True	30		1	0	1552841697	1552840695		55209373		https://stackoverflow.com/questions/55209373/why-my-ajax-function-cannot-append-html-at-targeted-div-element	Why my ajax function cannot append html at targeted div element?	1
javascript;jquery;html;css;ajax	29	9249183	registered		https://lh4.googleusercontent.com/-jynYGX3Wgo8/AAAAAAAAAAI/AAAAAAAABE0/fFr__eWFzPo/photo.jpg?sz=128	QuynhTDNguyen	https://stackoverflow.com/users/9249183/quynhtdnguyen	False	70		0	5	1552580494	1552577290	1552580494	55166348		https://stackoverflow.com/questions/55166348/html-javascript-button-is-not-working-in-safari-iphone-macbook-but-works-in-o	HTML/Javascript button is not working in Safari (iPhone, macbook) but works in other browsers (Chrome and Samsung Internet)	1
javascript;jquery;html;css;ajax	1	5189877	registered		https://www.gravatar.com/avatar/d5c29aa9587cd906716e741344e7f5b7?s=128&d=identicon&r=PG&f=1	Subhasis	https://stackoverflow.com/users/5189877/subhasis	False	45		1	-1	1552572178	1552571800		55164373		https://stackoverflow.com/questions/55164373/refresh-div-which-prints-a-text-file-dynamically-without-reloading-page	Refresh DIV which prints a text file dynamically without reloading page	1
javascript;jquery;html;css;ajax	882	4124981	registered	55	https://lh4.googleusercontent.com/-yUK7fITm-Ts/AAAAAAAAAAI/AAAAAAAAADc/DOaAB_mQBXk/photo.jpg?sz=128	Matt Bryson	https://stackoverflow.com/users/4124981/matt-bryson	False	41		0	1	1551723886	1551723886		54989317		https://stackoverflow.com/questions/54989317/loading-external-html-files-synchronously	Loading external HTML files synchronously	1
javascript;jquery;html;css;ajax	30	6668433	registered	50	https://graph.facebook.com/10154092087484998/picture?type=large	Avalon Parkes-barton	https://stackoverflow.com/users/6668433/avalon-parkes-barton	False	41		2	0	1551349985	1551346928	1551348521	54922544		https://stackoverflow.com/questions/54922544/update-html-table-cell-with-mysql-data-rather-than-adding-new-cells	Update HTML table cell with mysql data rather than adding new cells	1
javascript;jquery;html;css;ajax	1	4783250	registered		https://www.gravatar.com/avatar/524f29f3ce5f2cf77eec51e847daa5e7?s=128&d=identicon&r=PG&f=1	Charlie Phipps	https://stackoverflow.com/users/4783250/charlie-phipps	True	2497		3	-5	1550918740	1429008241	1429023168	29625335		https://stackoverflow.com/questions/29625335/how-to-output-a-variable-in-javascript-to-a-textarea-in-html	How to output a variable in Javascript to a textarea in HTML?	1
javascript;jquery;html;css;ajax	20	10122096	registered		https://lh4.googleusercontent.com/-px4n8KJNTQ4/AAAAAAAAAAI/AAAAAAAAGis/HYhDoVQhYxQ/photo.jpg?sz=128	mrbright	https://stackoverflow.com/users/10122096/mrbright	False	66		2	0	1550867475	1550761125	1550867475	54810031		https://stackoverflow.com/questions/54810031/how-to-deal-with-lists-in-ajax	How to deal with lists in AJAX?	1
javascript;jquery;html;css;ajax	17	7870805	registered		https://lh3.googleusercontent.com/-3yW7XiP1AfU/AAAAAAAAAAI/AAAAAAAAAE4/ieNwrw3iACo/photo.jpg?sz=128	Aly Hunzik	https://stackoverflow.com/users/7870805/aly-hunzik	False	61		0	0	1549808903	1543997992	1549808903	53627913		https://stackoverflow.com/questions/53627913/input-button-id-not-working-when-i-put-div-as-javascript-string	Input button Id Not Working when I put Div as JavaScript String	1
javascript;jquery;html;css;ajax	3	11029023	registered		https://lh3.googleusercontent.com/-Ox64yd7uXio/AAAAAAAAAAI/AAAAAAAAAFY/qB7yC4jK50E/photo.jpg?sz=128	Rajat Bhardwaj	https://stackoverflow.com/users/11029023/rajat-bhardwaj	True	26	54599497	1	-1	1549656529	1549551283		54576092		https://stackoverflow.com/questions/54576092/loader-image-on-ajax-call-is-not-displaying-on-mobile-screen-but-properly-workin	Loader image on AJAX call is not displaying on mobile screen but properly working in desktop screen	1
javascript;jquery;html;css;ajax	99	9352987	registered		https://www.gravatar.com/avatar/35f24aa64838884e7f0f7f27b5eb76ed?s=128&d=identicon&r=PG&f=1	Jerad	https://stackoverflow.com/users/9352987/jerad	True	102	54587219	2	0	1549622084	1549607681		54587120		https://stackoverflow.com/questions/54587120/onclick-function-its-working-only-after-second-click	onclick function it&#39;s working only after second click	1
javascript;jquery;html;css;ajax			does_not_exist			user9727963		False	66		0	1	1549560130	1549559462	1549560130	54578730		https://stackoverflow.com/questions/54578730/unable-to-append-modal-using-javascript	Unable to append modal using JavaScript	1
javascript;jquery;html;css;ajax	25	4519067	registered		https://graph.facebook.com/100008633596817/picture?type=large	jquery nerd	https://stackoverflow.com/users/4519067/jquery-nerd	True	100		1	2	1548842343	1425348495	1548842343	28822912		https://stackoverflow.com/questions/28822912/onmouseenter-lags-my-website-when-i-have-a-lot-of-dynamically-generated-di	$.on(&quot;mouseenter&quot;) lags my website when I have a lot of Dynamically generated div tags	1
javascript;jquery;html;css;ajax	4362	871021	registered	77	https://www.gravatar.com/avatar/7b1506bd19aca1265192a7ace837e854?s=128&d=identicon&r=PG	woutr_be	https://stackoverflow.com/users/871021/woutr-be	True	3113	12276297	5	2	1546870044	1346826010		12275529		https://stackoverflow.com/questions/12275529/load-pages-via-ajax-and-execute-javascript-and-css	Load pages via AJAX and execute javascript and CSS	1
javascript;jquery;html;css;ajax	1	10838489	registered		https://www.gravatar.com/avatar/fbb448f8f83f48d4afc5a5baf40e6415?s=128&d=identicon&r=PG&f=1	Augustina William	https://stackoverflow.com/users/10838489/augustina-william	False	62		1	0	1546242698	1545905017	1546242698	53943161		https://stackoverflow.com/questions/53943161/data-table-action-buttons-are-not-getting-disabled	Data table action buttons are not getting disabled	1
javascript;jquery;html;css;ajax	1	10232440	registered		https://www.gravatar.com/avatar/3c4db17331a9dd541ccd7bcb495cadd2?s=128&d=identicon&r=PG&f=1	Anand	https://stackoverflow.com/users/10232440/anand	True	75		5	-1	1545989583	1545985017	1545988497	53955503		https://stackoverflow.com/questions/53955503/forms-submit-button-not-working-can-you-please-tell-me-what-im-doing-wrong	form&#39;s submit button not working. Can you please tell me what i&#39;m doing wrong?	1
javascript;jquery;html;css;ajax	3	10768445	registered		https://lh5.googleusercontent.com/-hZwPyLYqDvI/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-iBJsgwN6LyWpBYWyvSRvsJT4cVJQ/mo/photo.jpg?sz=128	Pedro Lyra	https://stackoverflow.com/users/10768445/pedro-lyra	True	57	53699031	2	0	1544411719	1544410618		53698912		https://stackoverflow.com/questions/53698912/conflict-between-javascript-codes	Conflict between javascript codes	1
javascript;jquery;html;css;ajax			does_not_exist			user10705797		True	91	53665252	5	1	1544169697	1544165178	1544166568	53664564		https://stackoverflow.com/questions/53664564/how-to-show-css-loading-while-calling-ajax-on-click-event	how to show CSS loading while calling ajax on click event	1
javascript;jquery;html;css;ajax	39	10564185	registered		https://www.gravatar.com/avatar/8a872a683bd1cc1c11e0b6fefa421876?s=128&d=identicon&r=PG&f=1	FredBrown	https://stackoverflow.com/users/10564185/fredbrown	False	31		0	0	1544124772	1544124772		53658412		https://stackoverflow.com/questions/53658412/inputbox-show-loading-gif-after-input	inputbox show loading gif after input	1
javascript;jquery;html;css;ajax	138	10467901	registered		https://i.stack.imgur.com/dSdg2.png?s=128&g=1	Waqar Ali	https://stackoverflow.com/users/10467901/waqar-ali	False	44		0	0	1544039178	1544039104	1544039178	53639653		https://stackoverflow.com/questions/53639653/i-want-to-append-last-cloned-div-in-a-parent-div	I want to append last cloned div in a parent div	1
javascript;jquery;html;css;ajax	1	10681647	registered		https://www.gravatar.com/avatar/3623869d510bb84acd03d911bdafa31d?s=128&d=identicon&r=PG&f=1	Adele20	https://stackoverflow.com/users/10681647/adele20	False	32		1	-2	1542741503	1542735942	1542736205	53398672		https://stackoverflow.com/questions/53398672/the-content-is-animated-by-clicking-the-link	The content is animated by clicking the link	1
javascript;jquery;html;css;ajax	6	10636494	registered		https://www.gravatar.com/avatar/de4e51614b9c87ec471e930a55627bd4?s=128&d=identicon&r=PG&f=1	user10636494	https://stackoverflow.com/users/10636494/user10636494	False	19		0	1	1541980024	1541954574	1541980024	53250910		https://stackoverflow.com/questions/53250910/how-to-save-the-data-to-sql-table-by-using-jquery-popup-modal	How to save the data to SQL table by using jQuery popup modal?	1
javascript;jquery;html;css;ajax	3	10295999	registered		https://lh4.googleusercontent.com/-Jva_bIQPesg/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaNCThTjEJs-wyfo-UixpzvJWjuKwA/mo/photo.jpg?sz=128	Mohamed faizal	https://stackoverflow.com/users/10295999/mohamed-faizal	True	53	53244050	1	-1	1541888981	1541888766	1541888813	53244034		https://stackoverflow.com/questions/53244034/javascript-executes-function-onload-but-not-firing-onclick-event-for-button	Javascript Executes function onload but not firing onclick event for button	1
javascript;jquery;html;css;ajax	10	2020855	registered		https://www.gravatar.com/avatar/e19a1c33ad82239497497fe16f1918db?s=128&d=identicon&r=PG	Santosh	https://stackoverflow.com/users/2020855/santosh	False	54		1	-1	1540393564	1540392979	1540393564	52972130		https://stackoverflow.com/questions/52972130/how-to-update-the-status-of-the-checklist-with-ajax-call	How to update the status of the checklist with ajax call	1
javascript;jquery;html;css;ajax	19	9935434	registered		https://www.gravatar.com/avatar/82eb6f7429eaff7bfde97253bed77fd5?s=128&d=identicon&r=PG&f=1	TechGuy01	https://stackoverflow.com/users/9935434/techguy01	True	53	52852876	4	0	1539776389	1539768398	1539776389	52851500		https://stackoverflow.com/questions/52851500/highscore-alert-next-line-and-title	Highscore Alert - next line and Title	1
javascript;jquery;html;css;ajax	4393	1738522	registered	95	https://www.gravatar.com/avatar/3a080f83adb29fdb018bdf2e69205fca?s=128&d=identicon&r=PG	Jimmy	https://stackoverflow.com/users/1738522/jimmy	True	727	18685407	3	0	1537566942	1378650215	1537566942	18684800		https://stackoverflow.com/questions/18684800/jquery-ajax-change-style-sheet	Jquery ajax change style sheet	1
javascript;jquery;html;css;ajax	83	10294560	registered		https://i.stack.imgur.com/flUAA.jpg?s=128&g=1	Waqas Nawaz Warraich	https://stackoverflow.com/users/10294560/waqas-nawaz-warraich	True	54		2	-1	1537183314	1537182986	1537183229	52366512		https://stackoverflow.com/questions/52366512/jquery-on-keypress-event	jQuery on Keypress event	1
javascript;jquery;html;css;ajax	79	9357307	registered	56	https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=128	Sang Nguyen	https://stackoverflow.com/users/9357307/sang-nguyen	True	47	52304070	2	1	1536821069	1536788297	1536821069	52303837		https://stackoverflow.com/questions/52303837/having-trouble-trying-to-fade-in-and-out-text-for-settimeout	Having trouble trying to fade In and Out text for setTimeout	1
javascript;jquery;html;css;ajax	59	9907850	registered		https://www.gravatar.com/avatar/a70c56be9f6df085b02a0fae16776e84?s=128&d=identicon&r=PG&f=1	nikoh	https://stackoverflow.com/users/9907850/nikoh	True	47	51973480	1	1	1534964373	1534857764		51949734		https://stackoverflow.com/questions/51949734/use-entire-divs-as-buttons-with-onchange-to-refresh-content	Use entire DIVs as buttons with onchange to refresh content	1
javascript;jquery;html;css;ajax	6	9349544	registered		https://www.gravatar.com/avatar/c38b609039cd8b440fdf36e2317230ac?s=128&d=identicon&r=PG	user9349544	https://stackoverflow.com/users/9349544/user9349544	False	17		1	0	1534800242	1534799253		51938501		https://stackoverflow.com/questions/51938501/problems-with-changing-content-of-youtube-video-iframe-player	Problems with changing content of youtube video iframe player	1
javascript;jquery;html;css;ajax	1655	2590203	registered	53	https://i.stack.imgur.com/z9M5E.jpg?s=128&g=1	Leopold Joy	https://stackoverflow.com/users/2590203/leopold-joy	True	470	22681300	3	0	1534756310	1395903331		22680344		https://stackoverflow.com/questions/22680344/import-stylesheets-and-javascript-on-the-fly	Import stylesheets and javascript on the fly	1
javascript;jquery;html;css;ajax	42	9202753	registered		https://www.gravatar.com/avatar/66721199a8eab1c303220e9188b472d4?s=128&d=identicon&r=PG&f=1	NotMe	https://stackoverflow.com/users/9202753/notme	True	425	51889829	2	0	1534490609	1534486985	1534490609	51889489		https://stackoverflow.com/questions/51889489/my-loading-gif-does-not-display-on-button-click	My loading.gif does not display on button click	1
javascript;jquery;html;css;ajax	1	8591145	registered		https://www.gravatar.com/avatar/c576b8d779b2703d1dddfcd9f581ae2d?s=128&d=identicon&r=PG&f=1	Mayrose	https://stackoverflow.com/users/8591145/mayrose	False	35		1	0	1534159960	1534156243	1534159960	51820269		https://stackoverflow.com/questions/51820269/css-of-previous-list-of-elements-gets-applied-to-new-list-of-elements-in-javascr	CSS of previous list of elements gets applied to new list of elements in javascript	1
javascript;jquery;html;css;ajax	338	5468958	registered	58	https://www.gravatar.com/avatar/6e139a4de72b428286580413e3d40b6e?s=128&d=identicon&r=PG&f=1	tabia	https://stackoverflow.com/users/5468958/tabia	True	47	44132483	2	2	1533658300	1495535695	1496171986	44132378		https://stackoverflow.com/questions/44132378/ajax-jquery-not-responding-and-showing-divs	AJAX jquery not responding and showing divs	1
javascript;jquery;html;css;ajax	6	9837954	registered		https://lh5.googleusercontent.com/-y9Hojo9_rHU/AAAAAAAAAAI/AAAAAAAAABA/8MIMwS2iCPM/photo.jpg?sz=128	coolKids123321	https://stackoverflow.com/users/9837954/coolkids123321	False	331		1	-1	1530802506	1530801983		51194248		https://stackoverflow.com/questions/51194248/adding-items-in-one-page-to-the-shopping-cart-which-will-be-displayed-in-another	Adding Items in one page to the shopping cart which will be displayed in another page using only JS/CSS/HTML	1
javascript;jquery;html;css;ajax	16	9821783	registered		https://lh4.googleusercontent.com/-ZOsOWvQCFUE/AAAAAAAAAAI/AAAAAAAAADI/77n8hxj9ZGI/photo.jpg?sz=128	Michael Chapman	https://stackoverflow.com/users/9821783/michael-chapman	False	68		0	1	1530746056	1530663734	1530746056	51164334		https://stackoverflow.com/questions/51164334/updating-displayed-text-elements-after-dynamically-changing-css-class-with-jquer	Updating Displayed Text Elements After Dynamically Changing CSS Class With JQuery	1
